,Name,Author,User Rating,Reviews,Price,Year,Genre,Quantity
515,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,4.8,29673,16,2010,Non Fiction,1
516,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,4.8,29673,16,2011,Non Fiction,1
517,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,4.8,29673,16,2012,Non Fiction,1
518,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,4.8,29673,13,2014,Non Fiction,9
519,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,4.8,29673,16,2014,Non Fiction,7
520,Under the Dome: A Novel,Stephen King,4.3,6740,20,2009,Fiction,6
521,Unfreedom of the Press,Mark R. Levin,4.9,5956,11,2019,Non Fiction,9
522,Unicorn Coloring Book: For Kids Ages 4-8 (US Edition) (Silly Bear Coloring Books),Silly Bear,4.8,6108,4,2019,Non Fiction,6
523,"Uninvited: Living Loved When You Feel Less Than, Left Out, and Lonely",Lysa TerKeurst,4.7,4585,9,2016,Non Fiction,2
524,Watchmen,Alan Moore,4.8,3829,42,2009,Fiction,9
525,Water for Elephants: A Novel,Sara Gruen,4.5,8958,12,2011,Fiction,9
526,What Happened,Hillary Rodham Clinton,4.6,5492,18,2017,Non Fiction,1
527,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,4.7,9292,17,2014,Non Fiction,2
528,What Pet Should I Get? (Classic Seuss),Dr. Seuss,4.7,1873,14,2015,Fiction,9
529,What Should Danny Do? (The Power to Choose Series),Adir Levy,4.8,8170,13,2019,Fiction,4
530,What to Expect When You're Expecting,Heidi Murkoff,4.4,3341,9,2011,Non Fiction,2
531,"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",William Davis,4.4,7497,6,2012,Non Fiction,1
532,"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",William Davis,4.4,7497,6,2013,Non Fiction,2
533,When Breath Becomes Air,Paul Kalanithi,4.8,13779,14,2016,Non Fiction,4
534,Where the Crawdads Sing,Delia Owens,4.8,87841,15,2019,Fiction,2
535,Where the Wild Things Are,Maurice Sendak,4.8,9967,13,2009,Fiction,2
536,Whose Boat Is This Boat?: Comments That Don't Help in the Aftermath of a Hurricane,The Staff of The Late Show with,4.6,6669,12,2018,Non Fiction,8
537,Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,4.4,17044,18,2012,Non Fiction,1
538,Winter of the World: Book Two of the Century Trilogy,Ken Follett,4.5,10760,15,2012,Fiction,1
539,Women Food and God: An Unexpected Path to Almost Everything,Geneen Roth,4.2,1302,11,2010,Non Fiction,7
540,Wonder,R. J. Palacio,4.8,21625,9,2013,Fiction,3
541,Wonder,R. J. Palacio,4.8,21625,9,2014,Fiction,9
542,Wonder,R. J. Palacio,4.8,21625,9,2015,Fiction,9
543,Wonder,R. J. Palacio,4.8,21625,9,2016,Fiction,1
544,Wonder,R. J. Palacio,4.8,21625,9,2017,Fiction,7
545,Wrecking Ball (Diary of a Wimpy Kid Book 14),Jeff Kinney,4.9,9413,8,2019,Fiction,2
546,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,4.7,14331,8,2016,Non Fiction,8
547,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,4.7,14331,8,2017,Non Fiction,3
548,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,4.7,14331,8,2018,Non Fiction,7
549,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,4.7,14331,8,2019,Non Fiction,5
